***SESSION HEADER***
{
  "Participant": "S02",
  "Timestamp": "11-27-18-22-02-2019"
}
---SESSION HEADER---
Timestamp;Trial;Round;Training;Phase;PhaseLenght;Stimulus;FearObject;BigObject;RealDistance;EstimatedDistance;HeadsetPosition;HeadsetRotation;ControllerPosition;ControllerRotation;EstimatedPosition;TruePosition;AngleErrDeg;
1535.2130;87;2;False;BeforeFade;0.011;Turtle;False;False;1.7521;0.0000;(-0.0317, 1.1147, -7.2379);(0.0916, 0.0364, 0.0324, 0.9946);(-0.0510, 0.7163, -6.9521);(0.0739, -0.0720, -0.0414, 0.9938);(-0.5642, 0.0000, 3.0353);(-0.3968, 0.0000, 1.7065);4.1508;
1535.3140;87;2;False;Stimuli;0.101;Turtle;False;False;1.7521;0.0000;(-0.0316, 1.1149, -7.2382);(0.0909, 0.0365, 0.0323, 0.9947);(-0.0511, 0.7165, -6.9521);(0.0742, -0.0717, -0.0417, 0.9938);(-0.5642, 0.0000, 3.0353);(-0.3968, 0.0000, 1.7065);4.1508;
1536.3180;87;2;False;AfterFade;1.005;Turtle;False;False;1.7521;0.0000;(-0.0335, 1.1146, -7.2372);(0.0920, 0.0343, 0.0337, 0.9946);(-0.0576, 0.6773, -6.9539);(0.1868, -0.0808, -0.1127, 0.9726);(-0.5642, 0.0000, 3.0353);(-0.3968, 0.0000, 1.7065);4.1508;
1536.8440;87;2;False;Estimation;0.525;Turtle;False;False;1.7521;1.5665;(-0.0341, 1.1144, -7.2368);(0.0932, 0.0345, 0.0347, 0.9944);(-0.0543, 0.6748, -6.9514);(0.1932, -0.0659, -0.1131, 0.9724);(-0.3332, 0.0000, 1.5306);(-0.3968, 0.0000, 1.7065);0.8096;
1538.6640;88;2;False;Focus;1.821;empty;empty;empty;7.0000;0.0000;(-0.0384, 1.1134, -7.2340);(0.0977, 0.0175, 0.0452, 0.9940);(-0.0522, 0.6829, -6.9494);(0.1684, -0.0646, -0.0949, 0.9790);(-0.3332, 0.0000, 1.5306);(0.0000, 0.0000, -7.0000);0.8096;
1538.6760;88;2;False;BeforeFade;0.012;Pig;False;True;2.5265;0.0000;(-0.0382, 1.1134, -7.2340);(0.0978, 0.0173, 0.0438, 0.9941);(-0.0523, 0.6832, -6.9494);(0.1681, -0.0646, -0.0951, 0.9790);(-0.3332, 0.0000, 1.5306);(0.2020, 0.0000, 2.5184);0.8096;
1538.7760;88;2;False;Stimuli;0.100;Pig;False;True;2.5265;0.0000;(-0.0356, 1.1132, -7.2339);(0.1008, 0.0172, 0.0306, 0.9943);(-0.0513, 0.6855, -6.9490);(0.1647, -0.0640, -0.0950, 0.9797);(-0.3332, 0.0000, 1.5306);(0.2020, 0.0000, 2.5184);0.8096;
1539.7810;88;2;False;AfterFade;1.005;Pig;False;True;2.5265;0.0000;(-0.0304, 1.1135, -7.2353);(0.1000, 0.0450, 0.0296, 0.9935);(-0.0222, 0.6988, -6.9379);(0.0957, 0.0228, -0.0418, 0.9943);(-0.3332, 0.0000, 1.5306);(0.2020, 0.0000, 2.5184);0.8096;
1540.5740;88;2;False;Estimation;0.793;Pig;False;True;2.5265;2.5144;(-0.0311, 1.1129, -7.2355);(0.1015, 0.0428, 0.0317, 0.9934);(-0.0173, 0.6983, -6.9375);(0.0960, 0.0440, -0.0417, 0.9935);(0.1799, 0.0000, 2.5080);(0.2020, 0.0000, 2.5184);0.4842;
1542.2830;89;2;False;Focus;1.709;empty;empty;empty;7.0000;0.0000;(-0.0310, 1.1132, -7.2354);(0.1008, 0.0416, 0.0314, 0.9935);(-0.0182, 0.6980, -6.9380);(0.1030, 0.0406, -0.0510, 0.9925);(0.1799, 0.0000, 2.5080);(0.0000, 0.0000, -7.0000);0.4842;
1542.2940;89;2;False;BeforeFade;0.011;Deer;False;False;4.1332;0.0000;(-0.0310, 1.1132, -7.2354);(0.1008, 0.0415, 0.0313, 0.9935);(-0.0181, 0.6980, -6.9379);(0.1032, 0.0409, -0.0508, 0.9925);(0.1799, 0.0000, 2.5080);(0.5074, 0.0000, 4.1019);0.4842;
1542.3950;89;2;False;Stimuli;0.101;Deer;False;False;4.1332;0.0000;(-0.0307, 1.1133, -7.2356);(0.1005, 0.0416, 0.0313, 0.9936);(-0.0175, 0.6978, -6.9377);(0.1032, 0.0417, -0.0506, 0.9925);(0.1799, 0.0000, 2.5080);(0.5074, 0.0000, 4.1019);0.4842;
1543.4000;89;2;False;AfterFade;1.005;Deer;False;False;4.1332;0.0000;(-0.0302, 1.1140, -7.2376);(0.0962, 0.0451, 0.0301, 0.9939);(-0.0073, 0.7096, -6.9343);(0.0668, 0.0659, -0.0294, 0.9952);(0.1799, 0.0000, 2.5080);(0.5074, 0.0000, 4.1019);0.4842;
1544.4280;89;2;False;Estimation;1.028;Deer;False;False;4.1332;3.4905;(-0.0320, 1.1137, -7.2374);(0.0986, 0.0450, 0.0324, 0.9936);(-0.0102, 0.7169, -6.9366);(0.0447, 0.0623, -0.0199, 0.9969);(0.4157, 0.0000, 3.4657);(0.5074, 0.0000, 4.1019);0.2112;
1545.9350;90;2;False;Focus;1.508;empty;empty;empty;7.0000;0.0000;(-0.0324, 1.1138, -7.2370);(0.0971, 0.0435, 0.0322, 0.9938);(-0.0107, 0.7126, -6.9370);(0.0557, 0.0626, -0.0222, 0.9962);(0.4157, 0.0000, 3.4657);(0.0000, 0.0000, -7.0000);0.2112;
1545.9460;90;2;False;BeforeFade;0.011;Turtle;False;False;3.9734;0.0000;(-0.0323, 1.1138, -7.2371);(0.0970, 0.0435, 0.0323, 0.9938);(-0.0108, 0.7127, -6.9371);(0.0556, 0.0626, -0.0222, 0.9962);(0.4157, 0.0000, 3.4657);(-0.6421, 0.0000, 3.9212);0.2112;
1546.0470;90;2;False;Stimuli;0.101;Turtle;False;False;3.9734;0.0000;(-0.0320, 1.1140, -7.2372);(0.0971, 0.0436, 0.0316, 0.9938);(-0.0104, 0.7124, -6.9370);(0.0569, 0.0636, -0.0222, 0.9961);(0.4157, 0.0000, 3.4657);(-0.6421, 0.0000, 3.9212);0.2112;
1547.0520;90;2;False;AfterFade;1.005;Turtle;False;False;3.9734;0.0000;(-0.0329, 1.1140, -7.2376);(0.0964, 0.0390, 0.0319, 0.9941);(-0.0425, 0.7145, -6.9479);(0.0646, -0.0458, -0.0387, 0.9961);(0.4157, 0.0000, 3.4657);(-0.6421, 0.0000, 3.9212);0.2112;
1547.9120;90;2;False;Estimation;0.860;Turtle;False;False;3.9734;3.6668;(-0.0341, 1.1138, -7.2374);(0.0980, 0.0391, 0.0335, 0.9939);(-0.0534, 0.7244, -6.9550);(0.0405, -0.0735, -0.0354, 0.9958);(-0.5878, 0.0000, 3.6194);(-0.6421, 0.0000, 3.9212);0.0740;
1549.8000;91;2;False;Focus;1.888;empty;empty;empty;7.0000;0.0000;(-0.0324, 1.1140, -7.2380);(0.0969, 0.0391, 0.0310, 0.9940);(-0.0497, 0.7206, -6.9533);(0.0547, -0.0608, -0.0392, 0.9959);(-0.5878, 0.0000, 3.6194);(0.0000, 0.0000, -7.0000);0.0740;
1549.8110;91;2;False;BeforeFade;0.011;Rabbit;False;False;4.9661;0.0000;(-0.0323, 1.1140, -7.2381);(0.0969, 0.0391, 0.0311, 0.9940);(-0.0496, 0.7205, -6.9533);(0.0548, -0.0607, -0.0393, 0.9959);(-0.5878, 0.0000, 3.6194);(0.2481, 0.0000, 4.9599);0.0740;
1549.9120;91;2;False;Stimuli;0.101;Rabbit;False;False;4.9661;0.0000;(-0.0321, 1.1140, -7.2382);(0.0971, 0.0391, 0.0307, 0.9940);(-0.0492, 0.7207, -6.9529);(0.0553, -0.0606, -0.0389, 0.9959);(-0.5878, 0.0000, 3.6194);(0.2481, 0.0000, 4.9599);0.0740;
1550.9170;91;2;False;AfterFade;1.005;Rabbit;False;False;4.9661;0.0000;(-0.0312, 1.1143, -7.2385);(0.0959, 0.0427, 0.0297, 0.9940);(-0.0171, 0.7244, -6.9408);(0.0363, 0.0441, -0.0285, 0.9980);(-0.5878, 0.0000, 3.6194);(0.2481, 0.0000, 4.9599);0.0740;
1551.8330;91;2;False;Estimation;0.916;Rabbit;False;False;4.9661;4.4141;(-0.0326, 1.1137, -7.2377);(0.0988, 0.0414, 0.0313, 0.9938);(-0.0226, 0.7318, -6.9437);(0.0098, 0.0304, -0.0173, 0.9993);(0.2442, 0.0000, 4.4073);(0.2481, 0.0000, 4.9599);0.3077;
1553.5750;92;2;False;Focus;1.743;empty;empty;empty;7.0000;0.0000;(-0.0316, 1.1137, -7.2369);(0.0984, 0.0420, 0.0293, 0.9938);(-0.0210, 0.7284, -6.9427);(0.0227, 0.0315, -0.0237, 0.9990);(0.2442, 0.0000, 4.4073);(0.0000, 0.0000, -7.0000);0.3077;
1553.5860;92;2;False;BeforeFade;0.011;Crocodile;True;True;2.1641;0.0000;(-0.0316, 1.1139, -7.2371);(0.0983, 0.0421, 0.0293, 0.9938);(-0.0211, 0.7287, -6.9429);(0.0227, 0.0315, -0.0238, 0.9990);(0.2442, 0.0000, 4.4073);(-0.5210, 0.0000, 2.1004);0.3077;
1553.6870;92;2;False;Stimuli;0.100;Crocodile;True;True;2.1641;0.0000;(-0.0314, 1.1140, -7.2373);(0.0977, 0.0422, 0.0293, 0.9939);(-0.0209, 0.7290, -6.9427);(0.0222, 0.0313, -0.0236, 0.9990);(0.2442, 0.0000, 4.4073);(-0.5210, 0.0000, 2.1004);0.3077;
1554.6920;92;2;False;AfterFade;1.005;Crocodile;True;True;2.1641;0.0000;(-0.0325, 1.1140, -7.2372);(0.0986, 0.0399, 0.0304, 0.9939);(-0.0638, 0.6968, -6.9599);(0.1488, -0.0924, -0.1083, 0.9786);(0.2442, 0.0000, 4.4073);(-0.5210, 0.0000, 2.1004);0.3077;
1555.8540;92;2;False;Estimation;1.162;Crocodile;True;True;2.1641;2.0164;(-0.0330, 1.1136, -7.2370);(0.1001, 0.0392, 0.0304, 0.9937);(-0.0585, 0.6973, -6.9573);(0.1282, -0.0681, -0.0828, 0.9859);(-0.3892, 0.0000, 1.9785);(-0.5210, 0.0000, 2.1004);2.8033;
1557.5070;93;2;False;Focus;1.653;empty;empty;empty;7.0000;0.0000;(-0.0330, 1.1128, -7.2355);(0.1025, 0.0395, 0.0293, 0.9935);(-0.0559, 0.7046, -6.9567);(0.1012, -0.0564, -0.0441, 0.9923);(-0.3892, 0.0000, 1.9785);(0.0000, 0.0000, -7.0000);2.8033;
1557.5180;93;2;False;BeforeFade;0.011;Pig;False;True;1.6491;0.0000;(-0.0330, 1.1129, -7.2355);(0.1023, 0.0394, 0.0293, 0.9935);(-0.0558, 0.7046, -6.9565);(0.1012, -0.0562, -0.0441, 0.9923);(-0.3892, 0.0000, 1.9785);(-0.2470, 0.0000, 1.6305);2.8033;
1557.6180;93;2;False;Stimuli;0.100;Pig;False;True;1.6491;0.0000;(-0.0332, 1.1132, -7.2361);(0.1010, 0.0395, 0.0295, 0.9937);(-0.0547, 0.7054, -6.9561);(0.1007, -0.0534, -0.0451, 0.9925);(-0.3892, 0.0000, 1.9785);(-0.2470, 0.0000, 1.6305);2.8033;
1558.6240;93;2;False;AfterFade;1.006;Pig;False;True;1.6491;0.0000;(-0.0332, 1.1135, -7.2365);(0.1011, 0.0397, 0.0306, 0.9936);(-0.0427, 0.6804, -6.9501);(0.1683, -0.0097, -0.0844, 0.9821);(-0.3892, 0.0000, 1.9785);(-0.2470, 0.0000, 1.6305);2.8033;
1559.2150;93;2;False;Estimation;0.591;Pig;False;True;1.6491;1.5670;(-0.0341, 1.1134, -7.2358);(0.1017, 0.0388, 0.0317, 0.9936);(-0.0458, 0.6733, -6.9512);(0.1861, -0.0139, -0.0898, 0.9783);(-0.1450, 0.0000, 1.5603);(-0.2470, 0.0000, 1.6305);3.3071;
1561.0250;94;2;False;Focus;1.810;empty;empty;empty;7.0000;0.0000;(-0.0336, 1.1134, -7.2361);(0.1011, 0.0395, 0.0312, 0.9936);(-0.0429, 0.6790, -6.9507);(0.1757, -0.0086, -0.0850, 0.9807);(-0.1450, 0.0000, 1.5603);(0.0000, 0.0000, -7.0000);3.3071;
1561.0360;94;2;False;BeforeFade;0.011;FinalWolf;True;False;2.1051;0.0000;(-0.0335, 1.1134, -7.2361);(0.1011, 0.0394, 0.0311, 0.9936);(-0.0429, 0.6790, -6.9507);(0.1757, -0.0086, -0.0851, 0.9807);(-0.1450, 0.0000, 1.5603);(0.3658, 0.0000, 2.0731);3.3071;
1561.1370;94;2;False;Stimuli;0.100;FinalWolf;True;False;2.1051;0.0000;(-0.0335, 1.1135, -7.2363);(0.1001, 0.0394, 0.0312, 0.9937);(-0.0421, 0.6794, -6.9502);(0.1749, -0.0075, -0.0844, 0.9809);(-0.1450, 0.0000, 1.5603);(0.3658, 0.0000, 2.0731);3.3071;
1562.1420;94;2;False;AfterFade;1.005;FinalWolf;True;False;2.1051;0.0000;(-0.0313, 1.1140, -7.2367);(0.0990, 0.0461, 0.0286, 0.9936);(-0.0108, 0.6945, -6.9384);(0.1194, 0.0776, -0.0601, 0.9880);(-0.1450, 0.0000, 1.5603);(0.3658, 0.0000, 2.0731);3.3071;
1564.0630;94;2;False;Estimation;1.921;FinalWolf;True;False;2.1051;2.1255;(-0.0333, 1.1137, -7.2361);(0.1011, 0.0432, 0.0320, 0.9934);(-0.0113, 0.6933, -6.9390);(0.1219, 0.0816, -0.0620, 0.9872);(0.3013, 0.0000, 2.1040);(0.3658, 0.0000, 2.0731);1.8581;
1565.5820;95;2;False;Focus;1.519;empty;empty;empty;7.0000;0.0000;(-0.0324, 1.1142, -7.2371);(0.0975, 0.0431, 0.0308, 0.9938);(-0.0067, 0.6956, -6.9372);(0.1209, 0.0886, -0.0637, 0.9866);(0.3013, 0.0000, 2.1040);(0.0000, 0.0000, -7.0000);1.8581;
1565.5940;95;2;False;BeforeFade;0.011;Crocodile;True;True;4.7513;0.0000;(-0.0324, 1.1142, -7.2370);(0.0975, 0.0431, 0.0307, 0.9938);(-0.0067, 0.6956, -6.9372);(0.1210, 0.0886, -0.0637, 0.9866);(0.3013, 0.0000, 2.1040);(-1.1914, 0.0000, 4.5995);1.8581;
1565.6940;95;2;False;Stimuli;0.101;Crocodile;True;True;4.7513;0.0000;(-0.0321, 1.1142, -7.2370);(0.0971, 0.0433, 0.0306, 0.9939);(-0.0064, 0.6959, -6.9371);(0.1200, 0.0890, -0.0639, 0.9867);(0.3013, 0.0000, 2.1040);(-1.1914, 0.0000, 4.5995);1.8581;
1566.6990;95;2;False;AfterFade;1.005;Crocodile;True;True;4.7513;0.0000;(-0.0355, 1.1140, -7.2371);(0.0971, 0.0365, 0.0335, 0.9940);(-0.0555, 0.7044, -6.9551);(0.1014, -0.0740, -0.0537, 0.9906);(0.3013, 0.0000, 2.1040);(-1.1914, 0.0000, 4.5995);1.8581;
1567.9730;95;2;False;Estimation;1.274;Crocodile;True;True;4.7513;4.0263;(-0.0355, 1.1135, -7.2373);(0.1005, 0.0378, 0.0332, 0.9937);(-0.0649, 0.7340, -6.9625);(0.0272, -0.1015, -0.0456, 0.9934);(-0.8713, 0.0000, 3.9309);(-1.1914, 0.0000, 4.5995);2.0241;
1569.7040;96;2;False;Focus;1.731;empty;empty;empty;7.0000;0.0000;(-0.0337, 1.1141, -7.2369);(0.0972, 0.0382, 0.0304, 0.9941);(-0.0481, 0.7152, -6.9518);(0.0795, -0.0490, -0.0450, 0.9946);(-0.8713, 0.0000, 3.9309);(0.0000, 0.0000, -7.0000);2.0241;
1569.7150;96;2;False;BeforeFade;0.011;Pig;False;True;4.3285;0.0000;(-0.0338, 1.1141, -7.2369);(0.0972, 0.0382, 0.0304, 0.9941);(-0.0481, 0.7151, -6.9518);(0.0795, -0.0489, -0.0449, 0.9946);(-0.8713, 0.0000, 3.9309);(-0.6993, 0.0000, 4.2716);2.0241;
1569.8160;96;2;False;Stimuli;0.101;Pig;False;True;4.3285;0.0000;(-0.0336, 1.1139, -7.2368);(0.0982, 0.0383, 0.0305, 0.9940);(-0.0477, 0.7150, -6.9518);(0.0800, -0.0483, -0.0450, 0.9946);(-0.8713, 0.0000, 3.9309);(-0.6993, 0.0000, 4.2716);2.0241;
1570.8210;96;2;False;AfterFade;1.005;Pig;False;True;4.3285;0.0000;(-0.0348, 1.1138, -7.2365);(0.0993, 0.0379, 0.0322, 0.9938);(-0.0514, 0.7248, -6.9544);(0.0482, -0.0569, -0.0390, 0.9965);(-0.8713, 0.0000, 3.9309);(-0.6993, 0.0000, 4.2716);2.0241;
1571.6140;96;2;False;Estimation;0.793;Pig;False;True;4.3285;3.9779;(-0.0356, 1.1135, -7.2366);(0.1005, 0.0373, 0.0339, 0.9937);(-0.0525, 0.7316, -6.9559);(0.0290, -0.0592, -0.0358, 0.9972);(-0.5277, 0.0000, 3.9427);(-0.6993, 0.0000, 4.2716);1.6730;
1573.2110;97;2;False;Focus;1.597;empty;empty;empty;7.0000;0.0000;(-0.0328, 1.1142, -7.2373);(0.0974, 0.0401, 0.0287, 0.9940);(-0.0458, 0.7263, -6.9530);(0.0463, -0.0419, -0.0379, 0.9973);(-0.5277, 0.0000, 3.9427);(0.0000, 0.0000, -7.0000);1.6730;
1573.2220;97;2;False;BeforeFade;0.011;Rabbit;False;False;2.7750;0.0000;(-0.0328, 1.1143, -7.2373);(0.0973, 0.0401, 0.0287, 0.9940);(-0.0458, 0.7262, -6.9530);(0.0465, -0.0419, -0.0381, 0.9973);(-0.5277, 0.0000, 3.9427);(-0.0035, 0.0000, 2.7750);1.6730;
1573.3230;97;2;False;Stimuli;0.101;Rabbit;False;False;2.7750;0.0000;(-0.0327, 1.1141, -7.2373);(0.0970, 0.0396, 0.0288, 0.9941);(-0.0455, 0.7259, -6.9529);(0.0470, -0.0418, -0.0382, 0.9973);(-0.5277, 0.0000, 3.9427);(-0.0035, 0.0000, 2.7750);1.6730;
1574.3280;97;2;False;AfterFade;1.005;Rabbit;False;False;2.7750;0.0000;(-0.0332, 1.1138, -7.2370);(0.0982, 0.0408, 0.0296, 0.9939);(-0.0252, 0.7131, -6.9441);(0.0796, 0.0325, -0.0536, 0.9949);(-0.5277, 0.0000, 3.9427);(-0.0035, 0.0000, 2.7750);1.6730;
1575.1770;97;2;False;Estimation;0.849;Rabbit;False;False;2.7750;2.7096;(-0.0341, 1.1138, -7.2369);(0.1000, 0.0403, 0.0305, 0.9937);(-0.0340, 0.7100, -6.9465);(0.0871, 0.0038, -0.0623, 0.9942);(-0.0431, 0.0000, 2.7093);(-0.0035, 0.0000, 2.7750);0.8386;
1576.9530;98;2;False;Focus;1.776;empty;empty;empty;7.0000;0.0000;(-0.0318, 1.1138, -7.2369);(0.0994, 0.0416, 0.0264, 0.9938);(-0.0314, 0.7108, -6.9457);(0.0902, 0.0085, -0.0604, 0.9941);(-0.0431, 0.0000, 2.7093);(0.0000, 0.0000, -7.0000);0.8386;
1576.9640;98;2;False;BeforeFade;0.011;FinalSnake;True;False;4.3066;0.0000;(-0.0318, 1.1137, -7.2369);(0.0994, 0.0416, 0.0265, 0.9938);(-0.0316, 0.7107, -6.9459);(0.0900, 0.0084, -0.0601, 0.9941);(-0.0431, 0.0000, 2.7093);(-0.2984, 0.0000, 4.2963);0.8386;
1577.0640;98;2;False;Stimuli;0.100;FinalSnake;True;False;4.3066;0.0000;(-0.0320, 1.1137, -7.2368);(0.0998, 0.0409, 0.0268, 0.9938);(-0.0320, 0.7104, -6.9462);(0.0906, 0.0079, -0.0605, 0.9940);(-0.0431, 0.0000, 2.7093);(-0.2984, 0.0000, 4.2963);0.8386;
1578.0700;98;2;False;AfterFade;1.005;FinalSnake;True;False;4.3066;0.0000;(-0.0329, 1.1134, -7.2376);(0.1001, 0.0390, 0.0272, 0.9938);(-0.0395, 0.7186, -6.9508);(0.0661, -0.0190, -0.0577, 0.9960);(-0.0431, 0.0000, 2.7093);(-0.2984, 0.0000, 4.2963);0.8386;
1579.3760;98;2;False;Estimation;1.307;FinalSnake;True;False;4.3066;4.0588;(-0.0323, 1.1136, -7.2374);(0.1006, 0.0403, 0.0274, 0.9937);(-0.0439, 0.7326, -6.9526);(0.0237, -0.0331, -0.0314, 0.9987);(-0.3111, 0.0000, 4.0468);(-0.2984, 0.0000, 4.2963);0.4234;
1581.1750;99;2;False;Focus;1.799;empty;empty;empty;7.0000;0.0000;(-0.0319, 1.1139, -7.2378);(0.0986, 0.0404, 0.0248, 0.9940);(-0.0438, 0.7250, -6.9534);(0.0459, -0.0334, -0.0461, 0.9973);(-0.3111, 0.0000, 4.0468);(0.0000, 0.0000, -7.0000);0.4234;
1581.1860;99;2;False;BeforeFade;0.011;Crocodile;True;True;2.7273;0.0000;(-0.0319, 1.1139, -7.2378);(0.0986, 0.0404, 0.0247, 0.9940);(-0.0438, 0.7251, -6.9534);(0.0456, -0.0334, -0.0458, 0.9973);(-0.3111, 0.0000, 4.0468);(-0.5200, 0.0000, 2.6772);0.4234;
1581.2860;99;2;False;Stimuli;0.101;Crocodile;True;True;2.7273;0.0000;(-0.0317, 1.1138, -7.2377);(0.0986, 0.0408, 0.0248, 0.9940);(-0.0436, 0.7250, -6.9532);(0.0453, -0.0330, -0.0460, 0.9974);(-0.3111, 0.0000, 4.0468);(-0.5200, 0.0000, 2.6772);0.4234;
1582.2920;99;2;False;AfterFade;1.005;Crocodile;True;True;2.7273;0.0000;(-0.0335, 1.1135, -7.2376);(0.0994, 0.0384, 0.0269, 0.9939);(-0.0543, 0.7165, -6.9566);(0.0730, -0.0617, -0.0604, 0.9936);(-0.3111, 0.0000, 4.0468);(-0.5200, 0.0000, 2.6772);0.4234;
1583.3310;99;2;False;Estimation;1.040;Crocodile;True;True;2.7273;2.3500;(-0.0333, 1.1136, -7.2378);(0.0995, 0.0386, 0.0267, 0.9939);(-0.0582, 0.7085, -6.9578);(0.1149, -0.0720, -0.0830, 0.9873);(-0.4417, 0.0000, 2.3081);(-0.5200, 0.0000, 2.6772);0.1583;
1584.8720;100;2;False;Focus;1.540;empty;empty;empty;7.0000;0.0000;(-0.0314, 1.1136, -7.2376);(0.0982, 0.0414, 0.0186, 0.9941);(-0.0578, 0.7052, -6.9576);(0.1190, -0.0681, -0.0822, 0.9871);(-0.4417, 0.0000, 2.3081);(0.0000, 0.0000, -7.0000);0.1583;
1584.8830;100;2;False;BeforeFade;0.011;Turtle;False;False;4.6716;0.0000;(-0.0316, 1.1137, -7.2377);(0.0981, 0.0413, 0.0188, 0.9941);(-0.0580, 0.7053, -6.9577);(0.1189, -0.0684, -0.0821, 0.9871);(-0.4417, 0.0000, 2.3081);(1.1775, 0.0000, 4.5207);0.1583;
1584.9840;100;2;False;Stimuli;0.101;Turtle;False;False;4.6716;0.0000;(-0.0323, 1.1136, -7.2376);(0.0983, 0.0403, 0.0204, 0.9941);(-0.0579, 0.7053, -6.9576);(0.1186, -0.0685, -0.0811, 0.9873);(-0.4417, 0.0000, 2.3081);(1.1775, 0.0000, 4.5207);0.1583;
1585.9890;100;2;False;AfterFade;1.005;Turtle;False;False;4.6716;0.0000;(-0.0274, 1.1140, -7.2375);(0.0969, 0.0659, 0.0189, 0.9929);(-0.0089, 0.7147, -6.9407);(0.0713, 0.0894, -0.0577, 0.9918);(-0.4417, 0.0000, 2.3081);(1.1775, 0.0000, 4.5207);0.1583;
1587.0170;100;2;False;Estimation;1.028;Turtle;False;False;4.6716;4.1987;(-0.0280, 1.1140, -7.2378);(0.0991, 0.0638, 0.0202, 0.9928);(0.0006, 0.7294, -6.9400);(0.0163, 0.1173, -0.0115, 0.9929);(0.9616, 0.0000, 4.0871);(1.1775, 0.0000, 4.5207);1.3606;
1588.9150;101;2;False;Focus;1.899;empty;empty;empty;7.0000;0.0000;(-0.0301, 1.1137, -7.2370);(0.0991, 0.0568, 0.0224, 0.9932);(-0.0077, 0.7214, -6.9422);(0.0378, 0.1003, -0.0273, 0.9939);(0.9616, 0.0000, 4.0871);(0.0000, 0.0000, -7.0000);1.3606;
1588.9260;101;2;False;BeforeFade;0.011;Turtle;False;False;4.9214;0.0000;(-0.0301, 1.1137, -7.2371);(0.0990, 0.0568, 0.0224, 0.9932);(-0.0077, 0.7214, -6.9422);(0.0378, 0.1004, -0.0274, 0.9939);(0.9616, 0.0000, 4.0871);(0.7459, 0.0000, 4.8646);1.3606;
1589.0270;101;2;False;Stimuli;0.100;Turtle;False;False;4.9214;0.0000;(-0.0301, 1.1138, -7.2371);(0.0989, 0.0568, 0.0224, 0.9932);(-0.0079, 0.7215, -6.9421);(0.0383, 0.1001, -0.0280, 0.9939);(0.9616, 0.0000, 4.0871);(0.7459, 0.0000, 4.8646);1.3606;
1590.0320;101;2;False;AfterFade;1.005;Turtle;False;False;4.9214;0.0000;(-0.0292, 1.1140, -7.2380);(0.0975, 0.0592, 0.0215, 0.9932);(-0.0123, 0.7274, -6.9424);(0.0232, 0.0776, -0.0207, 0.9965);(0.9616, 0.0000, 4.0871);(0.7459, 0.0000, 4.8646);1.3606;
1591.0150;101;2;False;Estimation;0.983;Turtle;False;False;4.9214;4.5362;(-0.0298, 1.1140, -7.2377);(0.0990, 0.0594, 0.0225, 0.9931);(-0.0103, 0.7340, -6.9436);(0.0045, 0.0843, -0.0118, 0.9964);(0.7379, 0.0000, 4.4758);(0.7459, 0.0000, 4.8646);0.6447;
1592.6680;102;2;False;Focus;1.653;empty;empty;empty;7.0000;0.0000;(-0.0305, 1.1138, -7.2370);(0.0989, 0.0576, 0.0238, 0.9931);(-0.0135, 0.7259, -6.9443);(0.0269, 0.0796, -0.0221, 0.9962);(0.7379, 0.0000, 4.4758);(0.0000, 0.0000, -7.0000);0.6447;
1592.6790;102;2;False;BeforeFade;0.011;Pig;False;True;4.3123;0.0000;(-0.0305, 1.1139, -7.2371);(0.0988, 0.0576, 0.0237, 0.9932);(-0.0136, 0.7260, -6.9444);(0.0270, 0.0797, -0.0223, 0.9962);(0.7379, 0.0000, 4.4758);(0.1749, 0.0000, 4.3088);0.6447;
1592.7800;102;2;False;Stimuli;0.101;Pig;False;True;4.3123;0.0000;(-0.0306, 1.1139, -7.2372);(0.0987, 0.0573, 0.0236, 0.9932);(-0.0141, 0.7257, -6.9445);(0.0276, 0.0787, -0.0226, 0.9963);(0.7379, 0.0000, 4.4758);(0.1749, 0.0000, 4.3088);0.6447;
1593.7850;102;2;False;AfterFade;1.005;Pig;False;True;4.3123;0.0000;(-0.0299, 1.1142, -7.2377);(0.0984, 0.0582, 0.0228, 0.9932);(-0.0263, 0.7251, -6.9461);(0.0397, 0.0300, -0.0311, 0.9983);(0.7379, 0.0000, 4.4758);(0.1749, 0.0000, 4.3088);0.6447;
1594.8350;102;2;False;Estimation;1.050;Pig;False;True;4.3123;3.8152;(-0.0305, 1.1140, -7.2372);(0.0989, 0.0580, 0.0237, 0.9931);(-0.0270, 0.7269, -6.9465);(0.0309, 0.0290, -0.0234, 0.9988);(0.1946, 0.0000, 3.8102);(0.1749, 0.0000, 4.3088);0.5981;
1596.5330;103;2;False;Focus;1.698;empty;empty;empty;7.0000;0.0000;(-0.0307, 1.1140, -7.2370);(0.0996, 0.0567, 0.0243, 0.9931);(-0.0281, 0.7231, -6.9477);(0.0404, 0.0290, -0.0250, 0.9985);(0.1946, 0.0000, 3.8102);(0.0000, 0.0000, -7.0000);0.5981;
1596.5440;103;2;False;BeforeFade;0.011;Deer;False;False;3.0346;0.0000;(-0.0307, 1.1140, -7.2371);(0.0995, 0.0567, 0.0244, 0.9931);(-0.0280, 0.7231, -6.9477);(0.0402, 0.0294, -0.0249, 0.9984);(0.1946, 0.0000, 3.8102);(-0.2933, 0.0000, 3.0204);0.5981;
